COMPANY,CATEGORY,SOURCE_COMPANY,N
"Asana, Inc.",Service Delivery Manager,Microsoft Corp.,1
"Asana, Inc.",Software Developer,"Amazon.com, Inc.",4
"Asana, Inc.",Software Developer,"Meta Platforms, Inc.",4
"Asana, Inc.",Software Developer,The Michael R. Bloomberg BI Revocable Trust,1
"Asana, Inc.",Software Developer,"ContextLogic, Inc.",1
"Asana, Inc.",Software Developer,Moody's Corp.,1
"Asana, Inc.",Software Developer,"Navan, Inc.",1
"Asana, Inc.",Software Developer,"Palantir Technologies, Inc.",1
"Asana, Inc.",Software Developer,Capital One Financial Corp.,1
"Asana, Inc.",Software Developer,"DoorDash, Inc.",1
"Asana, Inc.",Software Developer,"Addepar, Inc.",1
"Asana, Inc.",Software Developer,"Figma, Inc.",1
"Asana, Inc.",Software Developer,"Ooma, Inc.",1
"Asana, Inc.",Software Engineer,"Meta Platforms, Inc.",38
"Asana, Inc.",Software Engineer,"Amazon.com, Inc.",38
"Asana, Inc.",Software Engineer,"Alphabet, Inc.",36
"Asana, Inc.",Software Engineer,Microsoft Corp.,21
"Asana, Inc.",Software Engineer,"Uber Technologies, Inc.",15
"Asana, Inc.",Software Engineer,University of California,14
"Asana, Inc.",Software Engineer,"Dropbox, Inc.",10
"Asana, Inc.",Software Engineer,"Palantir Technologies, Inc.",10
"Asana, Inc.",Software Engineer,Harvard University,8
"Asana, Inc.",Software Engineer,"Apple, Inc.",7
"Asana, Inc.",Software Engineer,"Lyft, Inc.",7
"Asana, Inc.",Software Engineer,"Yelp, Inc.",6
"Asana, Inc.",Software Engineer,"ContextLogic, Inc.",6
"Asana, Inc.",Software Engineer,The Michael R. Bloomberg BI Revocable Trust,5
"Asana, Inc.",Software Engineer,"Salesforce, Inc.",5
"Asana, Inc.",Software Engineer,Yandex NV,4
"Asana, Inc.",Software Engineer,Atlassian Corp.,4
"Asana, Inc.",Software Engineer,"Visier, Inc.",4
"Asana, Inc.",Software Engineer,"Cisco Systems, Inc.",4
"Asana, Inc.",Software Engineer,Stanford University,4
"Asana, Inc.",Software Engineer,"Veeva Systems, Inc.",3
"Asana, Inc.",Software Engineer,"Pinterest, Inc.",3
"Asana, Inc.",Software Engineer,SAP SE,3
"Asana, Inc.",Software Engineer,"Electronic Arts, Inc.",3
"Asana, Inc.",Software Engineer,"Plaid, Inc",3
"Asana, Inc.",Software Engineer,"Mastercard, Inc.",3
"Asana, Inc.",Software Engineer,"Shopify, Inc.",3
"Asana, Inc.",Software Engineer,X Holdings Corp.,3
"Asana, Inc.",Software Engineer,"Stripe, Inc.",3
"Asana, Inc.",Software Engineer,Diligent Corp.,3
"Asana, Inc.",Software Engineer,Broadcom Inc.,3
"Asana, Inc.",Software Engineer,Capital One Financial Corp.,3
"Asana, Inc.",Software Engineer,Standard Cognition Corp.,2
"Asana, Inc.",Software Engineer,"eBay, Inc.",2
"Asana, Inc.",Software Engineer,"Block, Inc.",2
"Asana, Inc.",Software Engineer,"Samsara, Inc.",2
"Asana, Inc.",Software Engineer,"Stride, Inc.",2
"Asana, Inc.",Software Engineer,"Douyin Co., Ltd.",2
"Asana, Inc.",Software Engineer,Government of the United States of America,2
"Asana, Inc.",Software Engineer,JPMorgan Chase & Co.,2
"Asana, Inc.",Software Engineer,"Notion Labs, Inc.",2
"Asana, Inc.",Software Engineer,"Pure Storage, Inc.",2
"Asana, Inc.",Software Engineer,"Thumbtack, Inc.",2
"Asana, Inc.",Software Engineer,Schneider Electric SE,2
"Asana, Inc.",Software Engineer,"Yahoo, Inc.",2
"Asana, Inc.",Software Engineer,"Coinbase Global, Inc.",2
"Asana, Inc.",Software Engineer,"Workday, Inc.",2
"Asana, Inc.",Software Engineer,Citadel Securities,2
"Asana, Inc.",Software Engineer,"Shift Technologies, Inc.",2
"Asana, Inc.",Software Engineer,"Match Group, Inc.",2
"Asana, Inc.",Software Engineer,"Airbnb, Inc.",2
"Asana, Inc.",Software Engineer,Adecco Group AG,2
"Asana, Inc.",Software Engineer,Duke University,2
"Asana, Inc.",Software Engineer,Alto Pharmacy LLC,2
"Asana, Inc.",Software Engineer,"Palo Alto Networks, Inc.",2
"Asana, Inc.",Software Engineer,Redfin Corp.,2
"Asana, Inc.",Software Engineer,"Box, Inc.",2
"Asana, Inc.",Software Engineer,FMR LLC,2
"Asana, Inc.",Software Engineer,"Strategic Education, Inc.",2
"Asana, Inc.",Software Engineer,"Autodesk, Inc.",2
"Asana, Inc.",Software Engineer,NVIDIA Corp.,1
"Asana, Inc.",Software Engineer,"Plume Design, Inc.",1
"Asana, Inc.",Software Engineer,"Vanta, Inc.",1
"Asana, Inc.",Software Engineer,"Snap, Inc.",1
"Asana, Inc.",Software Engineer,The University of Texas System,1
"Asana, Inc.",Software Engineer,"Qualtrics International, Inc.",1
"Asana, Inc.",Software Engineer,Deutsche Post AG,1
"Asana, Inc.",Software Engineer,iRobot Corp.,1
"Asana, Inc.",Software Engineer,Hudson River Trading LLC,1
"Asana, Inc.",Software Engineer,"Datadog, Inc.",1
"Asana, Inc.",Software Engineer,"M.C. Dean, Inc.",1
"Asana, Inc.",Software Engineer,"People Center, Inc.",1
"Asana, Inc.",Software Engineer,"SonderMind, Inc.",1
"Asana, Inc.",Software Engineer,"Narvar, Inc.",1
"Asana, Inc.",Software Engineer,"ZocDoc, Inc.",1
"Asana, Inc.",Software Engineer,Northrop Grumman Corp.,1
"Asana, Inc.",Software Engineer,Oracle Corp.,1
"Asana, Inc.",Software Engineer,AmerCareRoyal LLC,1
"Asana, Inc.",Software Engineer,The Johns Hopkins University,1
"Asana, Inc.",Software Engineer,"The Goldman Sachs Group, Inc.",1
"Asana, Inc.",Software Engineer,"Twilio, Inc.",1
"Asana, Inc.",Software Engineer,D. E. Shaw & Co. LP,1
"Asana, Inc.",Software Engineer,PearlAbyss Corp.,1
"Asana, Inc.",Software Engineer,Sabre Corp.,1
"Asana, Inc.",Software Engineer,"Dialpad, Inc.",1
"Asana, Inc.",Software Engineer,"Amplitude, Inc.",1
"Asana, Inc.",Software Engineer,General Electric Co.,1
"Asana, Inc.",Software Engineer,"Flexport, Inc.",1
"Asana, Inc.",Software Engineer,Roblox Corp.,1
"Asana, Inc.",Software Engineer,"Coursera, Inc.",1
"Asana, Inc.",Software Engineer,"Intuit, Inc.",1
"Asana, Inc.",Software Engineer,"Honda Motor Co., Ltd.",1
"Asana, Inc.",Software Engineer,LoopUp Group plc,1
"Asana, Inc.",Software Engineer,Thoma Bravo LP,1
"Asana, Inc.",Software Engineer,Intel Corp.,1
"Asana, Inc.",Software Engineer,Ascential Plc,1
"Asana, Inc.",Software Engineer,Cruise LLC,1
"Asana, Inc.",Software Engineer,Sea Ltd. (Singapore),1
"Asana, Inc.",Software Engineer,"MercadoLibre, Inc.",1
"Asana, Inc.",Software Engineer,"Tanium, Inc.",1
"Asana, Inc.",Software Engineer,CVS Health Corp.,1
"Asana, Inc.",Software Engineer,"Addepar, Inc.",1
"Asana, Inc.",Software Engineer,"Nextdoor Holdings, Inc.",1
"Asana, Inc.",Software Engineer,Arion Banki HF,1
"Asana, Inc.",Software Engineer,"Warner Bros. Discovery, Inc.",1
"Asana, Inc.",Software Engineer,"Affirm Holdings, Inc.",1
"Asana, Inc.",Software Engineer,"Tesla, Inc.",1
"Asana, Inc.",Software Engineer,"Chime Financial, Inc.",1
"Asana, Inc.",Software Engineer,"Rubrik, Inc.",1
"Asana, Inc.",Software Engineer,Jane Street Group LLC,1
"Asana, Inc.",Software Engineer,International Business Machines Corp.,1
"Asana, Inc.",Software Engineer,"Oscar Health, Inc.",1
"Asana, Inc.",Software Engineer,"PayPal Holdings, Inc.",1
"Asana, Inc.",Software Engineer,"Formlabs, Inc.",1
"Asana, Inc.",Software Engineer,"Project Affinity, Inc.",1
"Asana, Inc.",Software Engineer,"PagerDuty, Inc.",1
"Asana, Inc.",Software Engineer,"Hootsuite, Inc.",1
"Asana, Inc.",Software Engineer,"Nasdaq, Inc.",1
"Asana, Inc.",Software Engineer,"Guidewire Software, Inc.",1
"Asana, Inc.",Software Engineer,"Upwork, Inc.",1
"Asana, Inc.",Software Engineer,American Express Co.,1
"Asana, Inc.",Software Engineer,Embracer Group AB,1
"Asana, Inc.",Software Engineer,The Boeing Co.,1
"Asana, Inc.",Software Engineer,"Foursquare Labs, Inc.",1
"Asana, Inc.",Software Engineer,"Lucid Software, Inc.",1
"Asana, Inc.",Software Engineer,EPiServer Group AB,1
"Asana, Inc.",Software Engineer,"Wealthsimple, Inc.",1
"Asana, Inc.",Software Engineer,"Roper Technologies, Inc.",1
"Asana, Inc.",Software Engineer,"Freshworks, Inc.",1
"Asana, Inc.",Software Engineer,LendingClub Corp.,1
"Asana, Inc.",Software Engineer,HCL Technologies Ltd.,1
"Asana, Inc.",Software Engineer,Criteo SA,1
"Asana, Inc.",Software Engineer,Liberty Media Corp.,1
"Asana, Inc.",Software Engineer,"NextRoll, Inc.",1
"Asana, Inc.",Software Engineer,"Stitch Fix, Inc.",1
"Asana, Inc.",Software Engineer,DIRECTV Entertainment Holdings LLC,1
"Asana, Inc.",Software Engineer,Nu Holdings Ltd.,1
"Asana, Inc.",Software Engineer,"Expedia Group, Inc.",1
"Asana, Inc.",Software Engineer,"Dataminr, Inc.",1
"Asana, Inc.",Software Engineer,"McKinsey & Co., Inc.",1
"Asana, Inc.",Software Engineer,"Klaviyo, Inc.",1
"Asana, Inc.",Software Engineer,"Booking Holdings, Inc.",1
"Asana, Inc.",Software Engineer,"Betterment Holdings, Inc.",1
"Asana, Inc.",Software Engineer,The Bank of Nova Scotia,1
"Asana, Inc.",Software Engineer,"Patreon, Inc.",1
"Asana, Inc.",Software Engineer,"Sonder Holdings, Inc.",1
"Asana, Inc.",Software Engineer,"Attentive Mobile, Inc.",1
"Asana, Inc.",Software Engineer,"Walmart, Inc.",1
"Asana, Inc.",Software Engineer,"Opendoor Technologies, Inc.",1
"Asana, Inc.",Software Engineer,"Bridgewater Associates Holdings, Inc.",1
"Asana, Inc.",Software Engineer,"Neutron Holdings, Inc.",1
"Asana, Inc.",Software Engineer,"AL Talent, Inc.",1
"Asana, Inc.",Software Engineer,Sony Group Corp.,1
"Asana, Inc.",Software Engineer,"Donnelley Financial Solutions, Inc.",1
"Asana, Inc.",Software Engineer,"Intercom, Inc. (California)",1
"Asana, Inc.",Software Engineer,"Perceptyx, Inc.",1
"Asana, Inc.",Software Engineer,adidas AG,1
"Asana, Inc.",Software Engineer,"S&P Global, Inc.",1
"Asana, Inc.",Software Engineer,"Rivian Automotive, Inc.",1
"Asana, Inc.",Software Engineer,Quadient SA,1
"Asana, Inc.",Software Engineer,"Garuda Labs, Inc.",1
"Asana, Inc.",Software Engineer,"Fivetran, Inc.",1
"Asana, Inc.",Software Engineer,Relativity ODA LLC,1
"Asana, Inc.",Software Engineer,Government of China,1
"Asana, Inc.",Software Engineer,"Kronos, Inc.",1
"Asana, Inc.",Software Engineer,"Formagrid, Inc.",1
"Asana, Inc.",Software Engineer,"SAP America, Inc.",1
"Asana, Inc.",Software Engineer,Waymo LLC,1
"Asana, Inc.",Software Engineer,News Corp.,1
"Asana, Inc.",Software Engineer,"EverQuote, Inc.",1
"Asana, Inc.",Software Engineer,"UnitedHealth Group, Inc.",1
"Asana, Inc.",Software Engineer,"Altaba, Inc.",1
"Asana, Inc.",Software Engineer,"Quora, Inc.",1
"Asana, Inc.",Software Engineer,"BDG Media, Inc.",1
"Asana, Inc.",Solutions Specialist,Microsoft Corp.,4
"Asana, Inc.",Solutions Specialist,"Salesforce, Inc.",3
"Asana, Inc.",Solutions Specialist,"Qualtrics International, Inc.",2
"Asana, Inc.",Solutions Specialist,"Okta, Inc.",2
"Asana, Inc.",Solutions Specialist,"Twilio, Inc.",1
"Asana, Inc.",Solutions Specialist,"Affirm Holdings, Inc.",1
"Asana, Inc.",Solutions Specialist,"DocuSign, Inc.",1
"Asana, Inc.",Solutions Specialist,"Pendo.io, Inc.",1
"Asana, Inc.",Solutions Specialist,Nippon Telegraph & Telephone Corp.,1
"Asana, Inc.",Solutions Specialist,"Warner Bros. Discovery, Inc.",1
"Asana, Inc.",Solutions Specialist,"Pluralsight, Inc.",1
"Asana, Inc.",Solutions Specialist,"Autodesk, Inc.",1
"Asana, Inc.",Solutions Specialist,Accenture Plc,1
"Asana, Inc.",Solutions Specialist,"Fivetran, Inc.",1
"Asana, Inc.",Solutions Specialist,"Dropbox, Inc.",1
"Asana, Inc.",Solutions Specialist,Appian Corp.,1
"Asana, Inc.",Solutions Specialist,Riverbed Technology LLC,1
"Asana, Inc.",Solutions Specialist,"Zuora, Inc.",1
"Asana, Inc.",Solutions Specialist,International Business Machines Corp.,1
"Asana, Inc.",Solutions Specialist,Oracle Corp.,1
"Asana, Inc.",Solutions Specialist,Deutsche Telekom AG,1
"Asana, Inc.",Student Intern,"Alphabet, Inc.",2
"Asana, Inc.",Student Intern,"Adobe, Inc.",1
"Asana, Inc.",Student Intern,Stanford University,1
"Asana, Inc.",Student Intern,"Cisco Systems, Inc.",1
"Asana, Inc.",Student Intern,"Meta Platforms, Inc.",1
"Asana, Inc.",Stylist,"MINDBODY, Inc.",1
"Asana, Inc.",Subject Matter Expert,Government of the United States of America,1
"Asana, Inc.",Support Staff,"TriNet Group, Inc.",1
"Asana, Inc.",Support Staff,"Zuora, Inc.",1
"Asana, Inc.",Systems Engineer,"Amazon.com, Inc.",4
"Asana, Inc.",Systems Engineer,"Box, Inc.",3
"Asana, Inc.",Systems Engineer,Microsoft Corp.,3
"Asana, Inc.",Systems Engineer,"Meta Platforms, Inc.",3
"Asana, Inc.",Systems Engineer,"Block, Inc.",2
"Asana, Inc.",Systems Engineer,"Alphabet, Inc.",2
"Asana, Inc.",Systems Engineer,"Dropbox, Inc.",2
"Asana, Inc.",Systems Engineer,"ThoughtSpot, Inc.",1
"Asana, Inc.",Systems Engineer,The New York Times Co.,1
"Asana, Inc.",Systems Engineer,University of California,1
"Asana, Inc.",Systems Engineer,"Snowflake, Inc.",1
"Asana, Inc.",Systems Engineer,"Rubrik, Inc.",1
"Asana, Inc.",Systems Engineer,"Color Health, Inc.",1
"Asana, Inc.",Systems Engineer,"Airbnb, Inc.",1
"Asana, Inc.",Systems Engineer,"Affirm Holdings, Inc.",1
"Asana, Inc.",Systems Engineer,"Benchling, Inc.",1
"Asana, Inc.",Systems Engineer,"ContextLogic, Inc.",1
"Asana, Inc.",Systems Engineer,"Tyler Technologies, Inc.",1
"Asana, Inc.",Systems Engineer,"DocuSign, Inc.",1
"Asana, Inc.",Systems Engineer,"Yelp, Inc.",1
"Asana, Inc.",Systems Engineer,"Shopify, Inc.",1
"Asana, Inc.",Systems Engineer,International Business Machines Corp.,1
"Asana, Inc.",Systems Engineer,"Samsara, Inc.",1
"Asana, Inc.",Systems Engineer,"Ooma, Inc.",1
"Asana, Inc.",Systems Engineer,"Apple, Inc.",1
"Asana, Inc.",Systems Engineer,"Udemy, Inc.",1
"Asana, Inc.",Systems Engineer,"Workday, Inc.",1
"Asana, Inc.",Systems Engineer,Francisco Partners Management LP,1
"Asana, Inc.",Systems Engineer,"Okta, Inc.",1
"Asana, Inc.",Systems Engineer,Wag! Group Co.,1
"Asana, Inc.",Systems Engineer,"Lyft, Inc.",1
"Asana, Inc.",Systems Engineer,"Wealthsimple, Inc.",1
"Asana, Inc.",Technical Architect,"WeWork, Inc.",1
"Asana, Inc.",Technical Architect,"Yext, Inc.",1
"Asana, Inc.",Technical Support,"Lyft, Inc.",3
"Asana, Inc.",Technical Support,"Twilio, Inc.",1
"Asana, Inc.",Technical Support,Scully Royalty Ltd.,1
"Asana, Inc.",Technical Support,"Okta, Inc.",1
"Asana, Inc.",Technical Support,"Alphabet, Inc.",1
"Asana, Inc.",Technical Support,Cushman & Wakefield Plc,1
"Asana, Inc.",Technical Support,"Coinbase Global, Inc.",1
"Asana, Inc.",Technical Support,"Apple, Inc.",1
"Asana, Inc.",Technical Support,Microsoft Corp.,1
"Asana, Inc.",Technical Support,WPP Plc,1
"Asana, Inc.",Technical Support,"Pinterest, Inc.",1
"Asana, Inc.",Technical Support,"Exabeam, Inc.",1
"Asana, Inc.",Technical Writer,"Udemy, Inc.",1
"Asana, Inc.",Technical Writer,"Alphabet, Inc.",1
"Asana, Inc.",Technical Writer,"Twilio, Inc.",1
"Asana, Inc.",Technical Writer,"The Home Depot, Inc.",1
"Asana, Inc.",Technical Writer,WalkMe Ltd.,1
"Asana, Inc.",Technical Writer,"Okta, Inc.",1
"Asana, Inc.",Technician,"LiveRamp Holdings, Inc.",2
"Asana, Inc.",Technician,"Snowflake, Inc.",1
"Asana, Inc.",Technician,Fresenius Medical Care AG,1
"Asana, Inc.",Technician,International Business Machines Corp.,1
"Asana, Inc.",Technician,"Cisco Systems, Inc.",1
"Asana, Inc.",Technician,HDFC Bank Ltd.,1
"Asana, Inc.",Technician,"Keller Williams Realty, Inc.",1
"Asana, Inc.",Technician,"Andela, Inc.",1
"Asana, Inc.",Technology Analyst,"Certinia, Inc.",1
"Asana, Inc.",Technology Analyst,CVS Health Corp.,1
"Asana, Inc.",Technology Analyst,"Zuora, Inc.",1
"Asana, Inc.",Technology Analyst,"Coinbase Global, Inc.",1
"Asana, Inc.",Technology Analyst,"Rock Holdings, Inc.",1
"Asana, Inc.",Technology Analyst,"Visa, Inc.",1
"Asana, Inc.",Technology Analyst,Zurich Insurance Group AG,1
"Asana, Inc.",Technology Lead,"Cisco Systems, Inc.",2
"Asana, Inc.",Technology Lead,"RingCentral, Inc.",2
"Asana, Inc.",Technology Lead,NEW Asurion Corp.,1
"Asana, Inc.",Technology Lead,"Box, Inc.",1
"Asana, Inc.",Technology Lead,"Ouster, Inc.",1
"Asana, Inc.",Technology Lead,"American Public Education, Inc.",1
"Asana, Inc.",Technology Lead,"Snap, Inc.",1
"Asana, Inc.",Technology Lead,"Pegasystems, Inc.",1
"Asana, Inc.",Technology Lead,"Slalom, Inc.",1
"Asana, Inc.",Technology Lead,"Salesforce, Inc.",1
"Asana, Inc.",Technology Lead,"Verizon Communications, Inc.",1
"Asana, Inc.",Technology Lead,"Gilead Sciences, Inc.",1
"Asana, Inc.",Technology Lead,"DaVita, Inc.",1
"Asana, Inc.",Technology Lead,Deloitte LLP (New York),1
"Asana, Inc.",Technology Lead,"Meta Platforms, Inc.",1
"Asana, Inc.",Technology Lead,"BlueVine Capital, Inc.",1
"Asana, Inc.",Technology Lead,Schneider Electric SE,1
"Asana, Inc.",Technology Lead,"Recruit Holdings Co., Ltd.",1
"Asana, Inc.",Technology Lead,Microsoft Corp.,1
"Asana, Inc.",Technology Lead,"Wrike, Inc.",1
"Asana, Inc.",Technology Lead,Atlassian Corp.,1
"Asana, Inc.",Test Engineer,"Uber Technologies, Inc.",1
"Asana, Inc.",Test Engineer,Huawei Investment & Holding Co. Ltd. Trade Union Committee,1
"Asana, Inc.",Test Engineer,NAVER Corp.,1
"Asana, Inc.",Training Facilitator,"Recruit Holdings Co., Ltd.",1
"Asana, Inc.",Training Facilitator,EPiServer Group AB,1
"Asana, Inc.",Transformation Specialist,X Holdings Corp.,1
"Asana, Inc.",UX Designer,"Alphabet, Inc.",8
"Asana, Inc.",UX Designer,"Meta Platforms, Inc.",7
"Asana, Inc.",UX Designer,"Uber Technologies, Inc.",4
"Asana, Inc.",UX Designer,"Lyft, Inc.",3
"Asana, Inc.",UX Designer,"Salesforce, Inc.",2
"Asana, Inc.",UX Designer,X Holdings Corp.,2
"Asana, Inc.",UX Designer,"Okta, Inc.",2
"Asana, Inc.",UX Designer,Accenture Plc,2
"Asana, Inc.",UX Designer,"Eventbrite, Inc.",2
"Asana, Inc.",UX Designer,"Stagwell, Inc.",2
"Asana, Inc.",UX Designer,"Dropbox, Inc.",2
"Asana, Inc.",UX Designer,Shutterfly LLC,1
"Asana, Inc.",UX Designer,"Yahoo, Inc.",1
"Asana, Inc.",UX Designer,"Interpublic Group of Cos., Inc.",1
"Asana, Inc.",UX Designer,Adecco Group AG,1
"Asana, Inc.",UX Designer,"Varo Money, Inc.",1
"Asana, Inc.",UX Designer,"Troika Media Group, Inc.",1
"Asana, Inc.",UX Designer,"Degree, Inc.",1
"Asana, Inc.",UX Designer,"Oscar Health, Inc.",1
"Asana, Inc.",UX Designer,Danaher Corp.,1
"Asana, Inc.",UX Designer,"MapBox, Inc.",1
"Asana, Inc.",UX Designer,"Corpay, Inc.",1
"Asana, Inc.",UX Designer,"Zapier, Inc.",1
"Asana, Inc.",UX Designer,Karman Topco LP,1
"Asana, Inc.",UX Designer,"Intuit, Inc.",1
"Asana, Inc.",UX Designer,"Coursera, Inc.",1
"Asana, Inc.",UX Designer,Comcast Corp.,1
"Asana, Inc.",UX Designer,"UnitedHealth Group, Inc.",1
"Asana, Inc.",UX Designer,"Nogin, Inc.",1
"Asana, Inc.",UX Designer,Western Digital Corp.,1
"Asana, Inc.",UX Designer,"Yanka Industries, Inc.",1
"Asana, Inc.",UX Designer,"HubSpot, Inc.",1
"Asana, Inc.",UX Designer,"Airbnb, Inc.",1
"Asana, Inc.",UX Designer,"DoorDash, Inc.",1
"Asana, Inc.",UX Designer,Alto Pharmacy LLC,1
"Asana, Inc.",UX Designer,"Yelp, Inc.",1
"Asana, Inc.",UX Designer,"Autodesk, Inc.",1
"Asana, Inc.",UX Designer,"Dayforce, Inc.",1
"Asana, Inc.",UX Designer,Microsoft Corp.,1
"Asana, Inc.",UX Designer,"lululemon athletica, Inc.",1
"Asana, Inc.",Vendor Management,Erie Insurance Exchange,1
"Asana, Inc.",Wealth Manager,"Amazon.com, Inc.",1
"Asana, Inc.",Wealth Manager,"Intercom, Inc. (California)",1
"Asana, Inc.",Wealth Manager,"DocuSign, Inc.",1
"Asana, Inc.",Web Developer,"Meta Platforms, Inc.",6
"Asana, Inc.",Web Developer,Microsoft Corp.,5
"Asana, Inc.",Web Developer,"RoadRunner Recycling, Inc.",2
"Asana, Inc.",Web Developer,"Alphabet, Inc.",2
"Asana, Inc.",Web Developer,Capital One Financial Corp.,2
"Asana, Inc.",Web Developer,National University of Singapore,2
"Asana, Inc.",Web Developer,"Verizon Communications, Inc.",1
"Asana, Inc.",Web Developer,Bajaj Auto Ltd.,1
"Asana, Inc.",Web Developer,Graham Holdings Co.,1
"Asana, Inc.",Web Developer,"ZenPayroll, Inc.",1
"Asana, Inc.",Web Developer,"Yelp, Inc.",1
"Asana, Inc.",Web Developer,"Intuit, Inc.",1
"Asana, Inc.",Web Developer,X Holdings Corp.,1
"Asana, Inc.",Web Developer,CVS Health Corp.,1
"Asana, Inc.",Web Developer,"20230930-DK-Butterfly-1, Inc.",1
"Asana, Inc.",Web Developer,"Gap, Inc.",1
"Asana, Inc.",Web Developer,"Cloudflare, Inc.",1
"Asana, Inc.",Web Developer,Grab Holdings Ltd. (Singapore),1
"Asana, Inc.",Web Developer,"Amazon.com, Inc.",1
"Asana, Inc.",Web Developer,"Airbnb, Inc.",1
"Asana, Inc.",Web Developer,"eBay, Inc.",1
"Asana, Inc.",Web Developer,"SlideRule Labs, Inc.",1
"Asana, Inc.",Web Developer,"Cars.com, Inc.",1
"Asana, Inc.",Web Developer,"Hinge Health, Inc.",1
"Asana, Inc.",Web Developer,"Citigroup, Inc.",1
"Asana, Inc.",Web Developer,Ubisoft Entertainment SA,1
"Asana, Inc.",Web Developer,"Workiva, Inc.",1
"Asana, Inc.",Web Developer,"Liftoff Mobile, Inc.",1
"Asana, Inc.",Web Developer,"Robert Half, Inc.",1
"Asana, Inc.",Web Developer,"Sonder Holdings, Inc.",1
"Asana, Inc.",Web Developer,"Autodesk, Inc.",1
"Asana, Inc.",Web Developer,Gofore Oyj,1
"Asana, Inc.",Web Developer,"Pantheon Systems, Inc.",1
"Asana, Inc.",Web Developer,"Equinix, Inc.",1
"Asana, Inc.",Writer,Government of Canada,1
"Asana, Inc.",Writer,Teleperformance SE,1
"Asana, Inc.",Writer,"NerdWallet, Inc.",1
"Asana, Inc.",Writer,Grupo Coppel SA de CV,1
"Asana, Inc.",Writer,"Stripe, Inc.",1
"Asana, Inc.",Writer,"Meta Platforms, Inc.",1
"Asana, Inc.",Writer,Microsoft Corp.,1
"Asana, Inc.",Writer,"Dropbox, Inc.",1
"Asana, Inc.",Writer,Elastic NV,1
"Asana, Inc.",Writer,The New York Times Co.,1
"Asana, Inc.",Writer,S4 Capital Plc,1
"Asana, Inc.",Writer,"Booking Holdings, Inc.",1
"Qualtrics International, Inc.",Account Manager,Oracle Corp.,20
"Qualtrics International, Inc.",Account Manager,"Salesforce, Inc.",17
"Qualtrics International, Inc.",Account Manager,SAP SE,15
"Qualtrics International, Inc.",Account Manager,Microsoft Corp.,10
"Qualtrics International, Inc.",Account Manager,"Adobe, Inc.",7
"Qualtrics International, Inc.",Account Manager,"Alphabet, Inc.",7
"Qualtrics International, Inc.",Account Manager,"NRG Energy, Inc.",6
"Qualtrics International, Inc.",Account Manager,"SAS Institute, Inc.",6
"Qualtrics International, Inc.",Account Manager,"Gartner, Inc.",5
"Qualtrics International, Inc.",Account Manager,"Cisco Systems, Inc.",4
"Qualtrics International, Inc.",Account Manager,"Verint Systems, Inc.",4
"Qualtrics International, Inc.",Account Manager,The Northwestern Mutual Life Insurance Co.,4
"Qualtrics International, Inc.",Account Manager,"ServiceNow, Inc.",4
"Qualtrics International, Inc.",Account Manager,International Business Machines Corp.,4
"Qualtrics International, Inc.",Account Manager,"Yelp, Inc.",3
"Qualtrics International, Inc.",Account Manager,State of Utah,3
"Qualtrics International, Inc.",Account Manager,Thoma Bravo LP,3
"Qualtrics International, Inc.",Account Manager,"PTC, Inc.",3
"Qualtrics International, Inc.",Account Manager,Deloitte LLP (New York),3
"Qualtrics International, Inc.",Account Manager,"Nu Skin Enterprises, Inc.",3
"Qualtrics International, Inc.",Account Manager,Clarivate Plc,3
"Qualtrics International, Inc.",Account Manager,Government of Belgium,3
"Qualtrics International, Inc.",Account Manager,"Cloud Software Group, Inc.",3
"Qualtrics International, Inc.",Account Manager,"Ricoh Co., Ltd.",2
"Qualtrics International, Inc.",Account Manager,Discover Financial Services,2
"Qualtrics International, Inc.",Account Manager,"Dun & Bradstreet Holdings, Inc.",2
"Qualtrics International, Inc.",Account Manager,Hewlett Packard Enterprise Co.,2
"Qualtrics International, Inc.",Account Manager,American Express Co.,2
"Qualtrics International, Inc.",Account Manager,"Nexstar Media Group, Inc.",2
"Qualtrics International, Inc.",Account Manager,Careerstack Innovations Pvt Ltd.,2
"Qualtrics International, Inc.",Account Manager,"Amazon.com, Inc.",2
"Qualtrics International, Inc.",Account Manager,"Dayforce, Inc.",2
"Qualtrics International, Inc.",Account Manager,Stryker Corp.,2
"Qualtrics International, Inc.",Account Manager,Allied Universal Manager LLC,2
"Qualtrics International, Inc.",Account Manager,"Momentive Global, Inc.",2
"Qualtrics International, Inc.",Account Manager,"Dell Technologies, Inc.",2
"Qualtrics International, Inc.",Account Manager,"Qlik Technologies, Inc.",2
"Qualtrics International, Inc.",Account Manager,The Kantar Group Ltd.,2
"Qualtrics International, Inc.",Account Manager,Paramount Global,2
"Qualtrics International, Inc.",Account Manager,Deutsche Telekom AG,2
"Qualtrics International, Inc.",Account Manager,Open Text Corp.,2
"Qualtrics International, Inc.",Account Manager,Dynata LLC (Connecticut),2
"Qualtrics International, Inc.",Account Manager,McAfee Corp.,2
"Qualtrics International, Inc.",Account Manager,Diligent Corp.,2
"Qualtrics International, Inc.",Account Manager,NEC Corp.,2
"Qualtrics International, Inc.",Account Manager,Broadcom Inc.,2
"Qualtrics International, Inc.",Account Manager,"Medallia, Inc.",2
"Qualtrics International, Inc.",Account Manager,"Recruit Holdings Co., Ltd.",2
